Anonymized Message,Valence1,Valence2,Arousal1,Arousal2,Predicted Valence,Predicted Arousal
onli9 on fb fter many dayzzzzzzzz!!!!!,5,5,7,8,1.0,1.0
i got my hair cut....ahhh the big puff is GONE!!!!!!!!!!,5,5,8,9,5.3453333333333335,4.170666666666667
I want ice cream with pretzels for a topping. I am weird??,5,5,3,4,5.118,4.652
Making toast at 9:17pm,5,5,1,1,6.92,4.056
Did I mention im getting f%@#*n old???,4,4,4,5,4.888,3.5759999999999996
had fun with <PERSON> and <PERSON> today! I will get ready to explore the SOUTH!! :P,6,7,6,6,7.022857142857143,4.958857142857143
sooo tired but can't seem to sleep- bugger,4,4,2,2,4.2540000000000004,3.6719999999999997
"okay, so i am am exhausted, got home form work at 3am and now am up 3 hrs later, im getting to old for this shit.  I feel like a old lady, but to look on the bright side..... I have NO KIDS TODAY.  thank god for grandma's that live 10 min away.  time to catch up on sleep and some 1on1 time with the hubby.:)",6,6,4,4,6.150333333333333,4.261333333333333
Love will always find a way!,7,8,6,5,6.904,4.514
merry christmas !,7,5,5,5,8.752,6.004
anyone know if miller's outlines are do tomorrow and when the other outline quiz is?,5,5,2,1,5.981714285714285,4.306285714285714
My STOOPID coffee pot died on me today... what a crappy way to start the week...!!,4,3,6,5,4.682666666666666,4.119111111111112
I love my CBR600RR,6,5,2,1,9.0,5.152
Is glad that it's nice outside today : ),7,6,3,2,8.130666666666666,5.021333333333334
"Heavy rain => leaks => call for a work order => they fix\ it => heavy rain => leaks?!? = I can't wait to move in two months...\""""",5,3,5,5,5.245090909090909,4.457454545454546
she gives me presents with her presence alone,6,8,2,1,6.301333333333333,3.6453333333333333
"these last three days have been quite epic..... tommorow looks sweet as well. But first, I sleep.",6,7,2,3,6.705333333333335,4.113333333333333
"So two things... I haven't looked at my wall in a long time... so thanks everyone for the birthday wishes and all the kind words... it really means a lot to me.  :)  Second, today would have been my best friend's 32nd birthday.  She died almost 16 years ago- Rest in Peace Becca.  You are always in my heart.",7,2,2,3,6.2512727272727275,3.8890909090909096
being free is living your life fearless...,6,5,2,3,7.978,6.058
thinks his other facebook got hacked :(,4,4,2,2,4.776,2.84
watching truck racing w the bf. pretty cool if I do say so myself,6,6,2,1,6.651200000000001,4.6512
"Well, at least ND won today. GO IRISH!!!",7,6,7,7,6.263999999999999,3.988
"Sometimes you need to be strong,and admit that you are weak.",6,5,2,1,5.496,4.5568
quesadillas (is that even how you spell it),5,5,1,1,4.08,4.04
Just finished rereading entire Harry Potter series. Not entirely sure now what to do for the next week...,5,5,1,2,5.818,4.154999999999999
3 weeks from today we will be in our new house....yeah!! lots of work ahead of us!!!,6,6,6,6,6.7090000000000005,4.112
so... i finally got a friggin facebook. woo-hoo.,5,4,1,3,5.664,4.464
A true friend laughs at your stories even when they're not so good,6,5,2,1,8.104,5.1259999999999994
600 is filled with too many people that don't know gym etiquette.,4,4,2,1,6.216,4.602
a chowdhury.,5,5,1,1,1.0,1.0
"I heard em all talk, about how much they want me, but aint never had nobody put it on me. Keep doing what you doing cause it aint been done to me.",4,5,2,1,6.1312,4.287999999999999
"NO ONE needs to be in contact with me this weekend cuz I will b on my xbox and gotta set up my two weeks vacation. Hopefully Vegas falls through, (I do need it)/ worked 6 day work weeks for the past 4 months str8---- peace!!!!",5,5,5,6,6.372,4.272
"Ah, don't like me CDS. Why oh why no BFA? Why must be afternoon? :(",4,4,3,2,5.66,3.726
just got done watching fireworks,5,5,1,1,6.88,7.904
Graduating on Friday!  Call me if you can make it out!,6,6,6,5,6.128,4.636
"thanks ******_!!! ,]",4,6,7,6,8.344,4.776
The fish in the water is silent,5,5,2,1,5.776,2.4080000000000004
Mountain Biking: my personal version of Hell. God must have been in an ironic mood when I was born.,3,4,2,2,5.811999999999999,4.926399999999999
the new layout sucks i hate it i think i am going to get rid of it if they keep changing it,4,3,3,3,5.1626666666666665,5.170666666666666
TGIF!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,6,7,9,9,5.336,4.768000000000001
Have you ever danced with the devil in the pale moonlight???,5,5,3,4,5.128,4.6240000000000006
"got so much to do tomorrow gotta get check, doctors, and homework. busy busy busy lol",5,5,3,1,5.327,4.983
It's nice to have full unlimited internet access again.,5,6,2,1,7.017333333333334,4.523999999999999
Sitting here with my husband... sadly thats all i ever do anymore lol,5,4,3,2,5.098,3.8979999999999997
HOLIDAYS XD XD,6,6,5,6,8.512,5.168
To God be the glory.,5,5,2,1,7.335999999999999,4.981333333333334
"Hello sweetheart!! Promise to God I didn't, didn't even realize that you called! Whats up bro?",5,6,6,5,7.5456,4.603199999999999
Dude! Really? Cancelled again. Grrr...,4,4,6,5,5.32,5.444
Have you ever looked at a picture and had it bring you to tears b/c for an instant you think you see it in thier eyes too and if only....,5,2,2,3,6.774857142857143,3.9337142857142857
what can I get for free?,5,5,2,1,7.128,4.877333333333333
"chelsea winning 8-0 n winning league!! not nxt year, mon utd!!!",5,6,7,6,7.215999999999999,5.096
has got his car back!! :),6,7,6,5,5.856,4.572
..is at home stayin warm n cozy..btw sims 3 is addictive..,5,7,1,3,6.652,4.242
still at jorg and stacey's enjoying chillin with the family!,6,6,6,5,8.504,5.568
shit quit,4,4,3,2,2.876,5.9479999999999995
studying colonialism emily lost yiying's letter-.- yiying look at this,5,5,2,3,5.141333333333333,4.656000000000001
God is real and so is his love!!!,6,7,7,6,7.605333333333334,5.125333333333334
wow im behind on facebook.  lol how sad is that?,5,4,3,1,2.8,3.6639999999999997
Not much left here for me!,4,2,6,5,3.832,3.96
"Do you bury me when I'm gone?	Do you teach me while I'm here?	Just as soon as I belong, then it's time I disappear...............",4,5,2,3,4.939,4.541
"My tummy keeps hurting ,___, !!",4,4,6,5,3.3200000000000003,5.572
made amazing home made calzones mmmmmmm......its nice loving to cook!,6,7,5,5,8.175999999999998,5.2576
"Origin of the leap year, just an FYI for those interested...",5,5,2,2,6.542,4.822
Taxes are done!!  :),6,6,6,5,1.0,1.0
~Without firiends life is not worth living~,5,5,2,1,8.080000000000002,5.621333333333333
"BROTHER/SISTER WEEK!!!!!! Everyone change your profile pic to a picture of you with your brother or sister or both! Picture can be from when you were young or a current one! Copy and paste this, and lets see how many people love their siblings!!!!",5,5,6,7,6.574736842105263,3.86021052631579
"Olly looks like a THUNDER tonight, that's why Simon is so called an entertainment genius!",5,5,5,5,6.48,6.372
excited to see my family .....,6,6,1,3,7.696000000000001,5.221333333333333
Back from Vegas...,5,5,1,2,4.504,3.824
Thinks some people need to be told that being a bitch should be a hobby not a career!,5,4,5,5,5.910857142857142,4.961142857142857
is making stickers!!!,6,5,6,5,1.0,1.0
i hav an evaluation of this quarter in about an hour. wish me luck =],6,6,3,2,6.2592,4.6816
happy birthday to me,6,5,2,1,8.876000000000001,7.316000000000001
"3 weeks and over 100 pages of literature on the condition of our school systems read. Just wow! Our public school systems need help. I mean I knew they needed help. I just never realized how much research there is backing up what I already believed.  @<PERSON>, you have my sympathies-- I'm conducting an interview of <PERSON> (CCSD CoStaff, Office of Superintendant) Friday.. wish me luck",5,3,2,4,6.129263157894738,4.727578947368421
Hi!Mzantsi plz give me sex tips!,5,5,5,5,7.212,6.140000000000001
I saw this guy acting like his SWAG was on full attack when he was just FUBU (FAT UGLY BLACK & UNCOMFORTABLE) DWL! Rite Chenees Beckford? LMAO!,4,4,6,7,4.411333333333333,5.19
"Leaving for Milwaukee in a month, wish me luck. It's a fresh start, which is everything I've ever wanted.",6,8,4,1,6.4239999999999995,4.4559999999999995
Horseshoe N Bricks r done plz send other things.,5,5,2,1,5.654,3.62
so so bored would love 2 go out,5,4,1,3,5.311999999999999,4.077999999999999
Citer Fair sold kings island to Apollo management!!!!!!!!!!!!!!,5,5,8,8,7.264,4.720000000000001
French blows..... specially french quizzes.,4,4,3,3,7.776,4.183999999999999
Of to go be Grown!! I will own Thailand after tonight,5,6,6,5,6.008,3.904
ha .....................?,5,5,2,4,1.0,1.0
"after one week at guitars, im now the top bar top bar back, not too shaby",6,5,2,1,5.582857142857143,4.129142857142858
Friendship is like peeing in your pants: Everyone can see it but only you can feel its warmth.,6,5,2,1,6.989000000000001,3.9139999999999997
I have to hold on to the big picture.,6,5,2,1,6.442,4.15
:(.......2/9/11......hopper...8 by 8=Gratitude beyond words.,4,4,2,3,6.309333333333334,4.061333333333334
Thanks to all that wished me a Happy Birthday!  Much appreciated!!,7,7,6,5,8.594000000000001,5.970000000000001
j10oreo = my xboxlive gamertag. see you on the frontlines,5,5,1,1,6.08,3.1519999999999997
says: There are black bears EVERYWHERE! Please hike in groups! I was hiking alone and came face to face with a huge bear. Tip: Do Not Run from or Yell at a Bear: They WILL Come After You. Walk away slowly.,5,4,5,5,5.311529411764706,4.543529411764705
"just finish reading the young warriors by V.S. Reid book i should have read from seventh grade <PERSON> you must be proud of me ,)",6,6,2,2,6.487272727272727,3.866181818181819
"He stepped down, trying not to look long at her, as if she were the sun, yet he saw her, like the sun, even without looking.",5,5,1,2,5.865142857142857,4.206857142857142
started school tuesday and got hit with the frankenstien virus im so freakin sick now things i need to do and i have a test tomorrow how am i gonna study when i cant evn breathe,3,3,2,3,5.327999999999999,4.742153846153846
well we survived the trail clinic sprit did sooo good i was very proud of her i am glad she does not spook easy she doesnt mind the flags the sacks dragging anyone who rides know just what i am talking about payton and forest did good too!!!! the trails where kinda blah not real extreme but fun!!!,7,7,6,6,6.759999999999999,5.12
"The bad news is the damage to your eye has caused it to become incredibly photosensitive, so you'll need to wear this eyepatch. Good news is you'll look fucking awesome!",5,5,5,5,5.094769230769231,5.510153846153847
ok so im selling some ipod touch(s) 1gen (16g) and 3rd gen (32g) i have all the goodies that come with them and the original boxes both in really good condition but i have no need for them shoot me a bid :),5,6,2,1,6.239272727272726,4.994909090909092
Wants to know why Facebook wants to know whats on my mind??? hm-mm Facebook are you worried about me !         :P,4,6,5,5,5.548,4.868
"BEFORE THE END OF 2009, YOU AND I SHOULD __________________! SEND ME YOUR ANSWER (BE HONEST, DOESN'T MATTER WHAT IT IS)",5,5,4,7,5.642666666666667,3.7319999999999998
"The optimist proclaims that we live in the best of all possible worlds, the pessimist fears this is true.",5,5,2,1,5.699999999999999,5.34
"Profile picture I took at The Dark Side of the Moon concert, soon I'll have some from The Wall, 17 days!",6,5,5,5,5.824999999999999,4.026
just measured my weight i put on 8 kilos in the last month xD getting fater... have to start exercising :P,4,5,2,3,5.854666666666668,3.8226666666666667
thank you guys for the B day wishes,6,5,2,1,7.708,3.4879999999999995
Putting one foot in front of the other...more like dragging one foot in front of the other.,4,3,2,3,5.516444444444445,3.3795555555555556
"When you become detached mentally from yourself and  concentrate on     helping other people with their difficulties, you will be able to  cope with your own more     effectively. Somehow, the act of self-giving is a personal  power-releasing factor. (the pisces man )",6,7,1,1,5.745142857142857,4.676571428571428
1 year older and got thrown into the pool...haha...THX 4 the birthday wishes and THANKZ so much 4 the surprise i had on my birthday!!! I enjoyed it a lot ^_^,7,7,6,5,6.296,5.131555555555556
"If you and I woke up in jail together...using only FOUR words...what would you say to me? Copy and paste this in your status and see what funny (and interesting) things your friends say. (And if you make a comment, you gotta put this in your status. Fair is fair)",5,5,2,3,6.167238095238094,4.459809523809524
You are my first romance..............,6,6,1,3,7.42,5.728
need *sleep*,4,4,1,2,5.916,3.6559999999999997
"u no u want me , u no i dnt want ya :]",5,5,2,2,6.367999999999999,6.136
"new locks, new keys, new lashes, night off, i think its time to go out and have a little fun :-)",6,7,2,2,6.847199999999999,4.516
Pfft. like i dont got none. How drunk do u have to be b4 u lose your shoe in your own house.,4,4,2,3,5.229,4.228
"Have I found you....Flightless bird, grounded, bleeding or lost you, american mouth...",5,5,1,3,5.477714285714286,5.0765714285714285
going to school -.-,4,4,1,2,7.12,4.384
thanks for all the b-day wishes!,6,6,5,5,8.344,4.776
hey Peeps (SSP),5,5,2,1,1.0,1.0
"Wat to do, Wat to do.......",5,5,1,2,6.36,5.3839999999999995
just received his favorite email of each semester,6,5,1,1,6.5,4.166
poo,4,5,1,1,1.0,1.0
"You poor sweet innocent thing, dry your eyes and testify. You know you live to break me. Don't deny. Sweet Sacrifice..*",4,5,2,1,5.364923076923077,4.396307692307693
i have 4 tickets to the lancer hockey game on sat,5,5,1,1,5.9479999999999995,5.981999999999999
Happy birthday to both <PERSON> and <PERSON>! Two tremendously wonderful musicians who indeed deserve the celebration.,7,6,6,5,7.765714285714286,6.185142857142857
"tyty! I wish ya all da best, have a fab day and night! xD cheerio!",7,7,6,5,6.336,4.2272
"congratulations to all the pc grad , if have joined your faternity as of 10:33 am.",7,5,2,1,7.380000000000001,5.152
When one door closes,5,5,1,1,5.364,2.924
Missing Sarah from Tuesday,4,4,1,1,4.1,3.408
"I've been job hunting for a much better job than what I have now for months and it is so frustrating all of the responses I keep on getting are We are sorry there are no openings at this time\ I keep on praying that I get something soon.\""""",5,3,2,1,5.697454545454546,4.600727272727274
